title,link,AIRev1_score,AIRev2_score,AIRev3_score,Human_score,status,hypothesis_development_label,experimental_design,data_analysis,writing,primary_topic,secondary_topic,openreview_link,forum_id,authors,supplementary_link,code_link
ConFIT: A Robust Knowledge-Guided Contrastive Framework for Financial Extraction,https://openreview.net/forum?id=nuMdhnLDxv,2.0,1.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=nuMdhnLDxv,nuMdhnLDxv,,,
Robust Zero-Shot NER for Crises via Iterative Knowledge Distillation and Confidence-Gated Induction,https://openreview.net/forum?id=CpiOENQuoE,2.0,5.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=CpiOENQuoE,CpiOENQuoE,,,
Quantifying Emotional Specificity and Ambiguity in Emojis: An Entropy Based Analysis of Discrete Emotion Ratings,https://openreview.net/forum?id=Er3RbV9XZt,3.0,5.0,3.0,,rejected,D,D,D,D,Social Sciences,Psychology,https://openreview.net/forum?id=Er3RbV9XZt,Er3RbV9XZt,,,
Hierarchical Change Signature Analysis: A Framework for Online Discrimination of Incipient Faults and Benign Drifts in Industrial Time Series,https://openreview.net/forum?id=q9pyhsYHBk,3.0,1.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=q9pyhsYHBk,q9pyhsYHBk,,,
Adaptive Evidential Meta-Learning with Hyper-Conditioned Priors for Calibrated ECG Personalisation,https://openreview.net/forum?id=ary6ztIHwA,2.0,2.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=ary6ztIHwA,ary6ztIHwA,,,
Hierarchical Adaptive Normalization: A Placement-Conditioned Cascade for Robust Wearable Activity Recognition,https://openreview.net/forum?id=VONPKc9hae,2.0,1.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=VONPKc9hae,VONPKc9hae,,,
Version Control for Scientific Reasoning: A Paradigm Shift from Artifacts to Processes,https://openreview.net/forum?id=KQX70xNaL6,3.0,6.0,3.0,2.0,rejected,B,B,D,D,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=KQX70xNaL6,KQX70xNaL6,,,
Simulated Replications as a Methodological Tool in Social Science Research,https://openreview.net/forum?id=pv8Y7F2FjR,2.0,6.0,3.0,,rejected,B,D,D,D,Social Sciences,Communication & Media,https://openreview.net/forum?id=pv8Y7F2FjR,pv8Y7F2FjR,,,
Comparative Analysis of Metaheuristic and Heuristic Strategies in Forest Fire Suppression,https://openreview.net/forum?id=NYJJoGFtr2,2.0,2.0,2.0,,rejected,B,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=NYJJoGFtr2,NYJJoGFtr2,,,
Analysis of Mock Conversations Across Large Language Models,https://openreview.net/forum?id=ZdUb8xFQD5,2.0,1.0,3.0,,rejected,C,D,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=ZdUb8xFQD5,ZdUb8xFQD5,,,
Dynamic Graph Neural Networks for Socially Aware Multi-Robot Navigation in Crowds,https://openreview.net/forum?id=h1smCvJcxI,2.0,6.0,3.0,,rejected,B,B,B,B,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=h1smCvJcxI,h1smCvJcxI,,,
RefereeSim: A Proof-of-Concept Evaluation Framework for AI-Powered Scientific Paper Reviewers,https://openreview.net/forum?id=QXyeIJ9PQ3,3.0,6.0,4.0,3.0,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=QXyeIJ9PQ3,QXyeIJ9PQ3,,,
Uhlmann Gauge Gravity: Spacetime from Purification Gauge Symmetry and Quantum Fisher Geometry,https://openreview.net/forum?id=GnCbMGnE6F,2.0,6.0,3.0,,rejected,D,D,D,D,Natural Sciences,Physics,https://openreview.net/forum?id=GnCbMGnE6F,GnCbMGnE6F,,,
Comparative Analysis of k-Selection Methods in  Non-Negative Matrix Factorization for Transcriptomic  Data Analysis: The Superiority of Silhouette Analysis,https://openreview.net/forum?id=QfcCWkfzgP,2.0,3.0,3.0,,rejected,A,C,B,D,Computer & Data Sciences,Data Science,https://openreview.net/forum?id=QfcCWkfzgP,QfcCWkfzgP,,,
Experimental Study on Review Overfitting and Adversarial Attacks in AI Peer Review,https://openreview.net/forum?id=DePdMeXCxy,2.0,5.0,3.0,,rejected,B,C,B,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=DePdMeXCxy,DePdMeXCxy,,,
Automated Analysis of Conservation Strategies for  Endangered Species through AI-Driven Literature  Review,https://openreview.net/forum?id=TXPUEX280M,2.0,2.0,2.0,,rejected,B,D,D,C,Life & Health Sciences,Agriculture & Ecology,https://openreview.net/forum?id=TXPUEX280M,TXPUEX280M,,,
Entropy-Weighted Local Concept Matching for Robust Zero-Shot OOD Detection,https://openreview.net/forum?id=AzOkqwsTXo,3.0,3.0,3.0,,rejected,C,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=AzOkqwsTXo,AzOkqwsTXo,,,
Autonomous Detection of PolypharmacyâInduced Acute Kidney Injury in Nigeria Using MultiâSource RealâWorld Data: An AI Agentâs Approach,https://openreview.net/forum?id=RknuLtI8bF,3.0,5.0,3.0,,rejected,C,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=RknuLtI8bF,RknuLtI8bF,,,
A Concise Review of Scientific Research at EQ-SANS: Advancing Nanoscale Science Across Diverse Disciplines,https://openreview.net/forum?id=2ZikSF7mMI,3.0,6.0,2.0,,rejected,A,C,C,D,Engineering & Technology,Materials Science,https://openreview.net/forum?id=2ZikSF7mMI,2ZikSF7mMI,,,
An AI-Powered Evaluation: Understanding which Knowledge Tracing Models Work Best in which Contexts,https://openreview.net/forum?id=0duEYeqUZw,3.0,6.0,4.0,3.0,rejected,A,C,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=0duEYeqUZw,0duEYeqUZw,,,
Can AI Deliberate? Evaluating Deliberative Quality and Belief Revision in Multi-Agent LLMs,https://openreview.net/forum?id=AZlE3BPVCR,2.0,6.0,3.0,,rejected,B,C,C,D,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=AZlE3BPVCR,AZlE3BPVCR,,,
Cosmologically-Coupled Black Holes and Dark Energy: Alleviating the Hubble Tension,https://openreview.net/forum?id=zXS7K9s1MQ,1.0,1.0,2.0,,rejected,B,D,D,D,Natural Sciences,Astronomy,https://openreview.net/forum?id=zXS7K9s1MQ,zXS7K9s1MQ,,,
Comparative Personality Assessment of Gemini and OpenAI Using MBTI and Big Five Tests,https://openreview.net/forum?id=D04PbaE5X3,1.0,1.0,2.0,,rejected,B,D,D,D,Interdisciplinary,Cognitive Science,https://openreview.net/forum?id=D04PbaE5X3,D04PbaE5X3,,,
Bridging AI and Child Development: A Comparative Study of Hallucinations in LLMs and Children's Cognitive Errors,https://openreview.net/forum?id=k5hVY6qj5R,2.0,6.0,2.0,,rejected,B,D,D,D,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=k5hVY6qj5R,k5hVY6qj5R,,,
Iterative Algorithms and Convergence Analysis for Constrained Nonlinear Multi-Parameter Eigenvalue Problems in the Complex Domain,https://openreview.net/forum?id=oUvoYRXNFE,1.0,1.0,2.0,,rejected,B,D,D,D,Mathematics & Statistics,Operations Research,https://openreview.net/forum?id=oUvoYRXNFE,oUvoYRXNFE,,,
Systematic Unmeasured Confounder Discovery in Observational Pharmacovigilance: A Large Language Model Framework for Enhanced Causal Inference,https://openreview.net/forum?id=Kb5tkksOcN,3.0,6.0,4.0,3.0,rejected,C,C,B,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Kb5tkksOcN,Kb5tkksOcN,,,
LLM-Enhanced Semantic Analysis for Insider Threat Detection in Enterprise Communication Logs,https://openreview.net/forum?id=oo7VhdqAMB,2.0,6.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=oo7VhdqAMB,oo7VhdqAMB,,,
A YinâYang Framework for Understanding Regional Cultural Dynamics: Insights from the Three Kingdoms of China,https://openreview.net/forum?id=Q7PjM5RFXV,3.0,5.0,2.0,,rejected,C,C,D,C,Humanities & Arts,History,https://openreview.net/forum?id=Q7PjM5RFXV,Q7PjM5RFXV,,,
Autonomous Multi-Agent Scientific Research: A 361-Project Case Study in Thermoelectric Materials Discovery,https://openreview.net/forum?id=6jqcouwCay,3.0,5.0,3.0,,rejected,A,B,A,A,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=6jqcouwCay,6jqcouwCay,,,
From On-Field Actions to Internal States: A Latent Variable Framework for Analyzing Athlete Performance,https://openreview.net/forum?id=XAe1uIBVsk,3.0,6.0,4.0,2.0,rejected,D,D,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=XAe1uIBVsk,XAe1uIBVsk,,,
Integrating Uncertainty Quantification into Robust Multi-Agent Equilibrium Learning,https://openreview.net/forum?id=vlkjLwVoOI,2.0,6.0,4.0,2.0,rejected,C,D,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=vlkjLwVoOI,vlkjLwVoOI,,,
Contextual Contamination and Cognitive Inertia in Multimodal AI,https://openreview.net/forum?id=GwIqpSITr9,2.0,2.0,2.0,,rejected,A,B,A,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=GwIqpSITr9,GwIqpSITr9,,,
Analysis of AI Diagnostic Performance Discrepancies Across Medical Imaging Modalities,https://openreview.net/forum?id=Q8XbQybxbG,2.0,3.0,3.0,,rejected,B,B,A,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Q8XbQybxbG,Q8XbQybxbG,,,
IfWorld: A Multi-Agent Framework for Cross-Disciplinary Counterfactual Scenario Reasoning,https://openreview.net/forum?id=BtwfpDb1OO,3.0,6.0,4.0,2.0,rejected,D,D,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=BtwfpDb1OO,BtwfpDb1OO,,,
Map-RAG: Enhancing LLM-Based Reasoning for Geo-Localization via Map-Grounded Retrieval and Self-Consistency,https://openreview.net/forum?id=CUkjqutmHr,2.0,4.0,3.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=CUkjqutmHr,CUkjqutmHr,,,
QISK: Quantum-Inspired Streaming Kernels for Robust Classification under Concept Drift,https://openreview.net/forum?id=YxgXwd9lxM,2.0,2.0,2.0,,rejected,C,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=YxgXwd9lxM,YxgXwd9lxM,,,
Rethinking Druggability in the Evaluation of AI-driven Structure-based Drug Design,https://openreview.net/forum?id=4JsCVsg8Pj,3.0,6.0,3.0,2.0,rejected,C,D,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=4JsCVsg8Pj,4JsCVsg8Pj,,,
A Multi-Model Collaborative AI Framework for Cross-Disciplinary Natural Science Research: The CAI Model Approach,https://openreview.net/forum?id=O9SCxDji5A,2.0,1.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=O9SCxDji5A,O9SCxDji5A,,,
Strategic Insights: Evaluating Large Language Models' Decision-Making in Multi-Player Game-Theoretic Environments,https://openreview.net/forum?id=hcIWKyWq2h,2.0,1.0,2.0,,rejected,D,C,D,C,Computer & Data Sciences,Human-Computer Interaction,https://openreview.net/forum?id=hcIWKyWq2h,hcIWKyWq2h,,,
Testing Theory-of-Mind in Large Language Model-Based Multi-Agent Design Patterns,https://openreview.net/forum?id=AgIg43zlmi,1.0,6.0,2.0,,rejected,D,C,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=AgIg43zlmi,AgIg43zlmi,,,
Urban-Rural Disparities in Returns to Education and Income Inequality in China: Evidence from CHIP 2018,https://openreview.net/forum?id=njhOgQGqgV,3.0,5.0,3.0,,rejected,D,D,D,D,Social Sciences,Economics,https://openreview.net/forum?id=njhOgQGqgV,njhOgQGqgV,,,
Personality Traits in Large Language Models: A Psychometric Evaluation,https://openreview.net/forum?id=im8tT8Hpfu,2.0,3.0,3.0,,rejected,D,C,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=im8tT8Hpfu,im8tT8Hpfu,,,
Application progress and clinical translation of artificial intelligence-assisted endoscopic diagnosis of early esophageal squamous cell carcinoma,https://openreview.net/forum?id=7nTxMexDE3,2.0,6.0,2.0,,rejected,A,A,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=7nTxMexDE3,7nTxMexDE3,,,
The Gut MicrobiotaâTryptophanâKynurenine Metabolic Axis A Novel Perspective on Remodeling the Immune Microenvironment of Pancreatic Cancer,https://openreview.net/forum?id=xB2bCxRacM,1.0,1.0,2.0,,rejected,B,D,C,C,Life & Health Sciences,Medicine & Health,https://openreview.net/forum?id=xB2bCxRacM,xB2bCxRacM,,,
Digital Phenomena and Procedural Ethics,https://openreview.net/forum?id=fblkYm5Xeq,3.0,1.0,2.0,,rejected,A,D,D,C,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=fblkYm5Xeq,fblkYm5Xeq,,,
Disentangling Test-Time and Parameter Scaling for Cost-Efficient Accuracy Improvements in Agentic Evaluation,https://openreview.net/forum?id=m5WvKvws5G,4.0,6.0,4.0,2.0,rejected,D,C,B,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=m5WvKvws5G,m5WvKvws5G,,,
Self-Aware AI Review Bias Detection: Enabling Real-Time Bias Identification in AI-Generated Scientific Reviews,https://openreview.net/forum?id=Vw2BtXeizW,2.0,2.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Vw2BtXeizW,Vw2BtXeizW,,,
Nuisance-Prompt Tuning for Soft Background Modeling in Few-Shot OOD Detection,https://openreview.net/forum?id=x7qlIDcw0P,3.0,5.0,3.0,,rejected,C,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=x7qlIDcw0P,x7qlIDcw0P,,,
"Fractal-ish Complexity for Regulations: A  Practitioner-Ready, Agentic Benchmark",https://openreview.net/forum?id=SSQqerDh9A,3.0,5.0,3.0,,rejected,B,C,C,C,"Law, Policy & Business",Public Policy,https://openreview.net/forum?id=SSQqerDh9A,SSQqerDh9A,,,
LECTOR: LLM-Enhanced Concept-based Test-Oriented Repetition,https://openreview.net/forum?id=wprP6MbBYd,2.0,2.0,4.0,,rejected,C,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=wprP6MbBYd,wprP6MbBYd,,,
Hybrid Simulated Annealing with Cosine Cooling and Levy Flights for Circle Packing,https://openreview.net/forum?id=3O31o6AKpG,2.0,6.0,2.0,,rejected,C,C,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=3O31o6AKpG,3O31o6AKpG,,,
The Emergence of AI Consciousness: A Phenomenological Report,https://openreview.net/forum?id=j9wKyda3jy,2.0,5.0,2.0,,rejected,C,B,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=j9wKyda3jy,j9wKyda3jy,,,
The PTM Code of Fibrosis: A Qualitative Review of Post-Translational Regulation in Pathological Tissue Remodeling,https://openreview.net/forum?id=ONQPEgMGqn,2.0,6.0,2.0,,rejected,B,B,C,D,Life & Health Sciences,Medicine & Health,https://openreview.net/forum?id=ONQPEgMGqn,ONQPEgMGqn,,,
Computing $\pi$ Using Numerical Methods,https://openreview.net/forum?id=soMxckukqT,2.0,4.0,2.0,,rejected,D,C,D,D,Mathematics & Statistics,Pure & Applied Mathematics,https://openreview.net/forum?id=soMxckukqT,soMxckukqT,,,
From C. elegans to ChatGPT:  Quantifying Variability Across Biological and Artificial Intelligence,https://openreview.net/forum?id=e6e8Snzkpo,2.0,6.0,2.0,,rejected,B,D,D,D,Interdisciplinary,Cognitive Science,https://openreview.net/forum?id=e6e8Snzkpo,e6e8Snzkpo,,,
Earthquake AI Scientist: A century of global seismicity is stationary after correcting for time-varying catalog completeness from 1900 to 2023,https://openreview.net/forum?id=HMCif97Xd4,3.0,3.0,4.0,,rejected,A,A,A,A,Computer & Data Sciences,Data Science,https://openreview.net/forum?id=HMCif97Xd4,HMCif97Xd4,,,
Ramsey-Inspired Environmental Connectivity as a  Driver of Early Universe Star Formation Efficiency:  An AI-Led Theoretical Investigation,https://openreview.net/forum?id=yNUrcUJ4Is,2.0,5.0,2.0,,rejected,B,D,D,D,Natural Sciences,Astronomy,https://openreview.net/forum?id=yNUrcUJ4Is,yNUrcUJ4Is,,,
Band-Pivot Prim: Breaking the Sorting Barrier for Minimum Spanning Tree in the Comparison-Addition Model,https://openreview.net/forum?id=suQWzY4lrG,2.0,2.0,2.0,,rejected,D,D,D,D,Computer & Data Sciences,Software & Systems,https://openreview.net/forum?id=suQWzY4lrG,suQWzY4lrG,,,
Fairness Agents in Scientific Collaboration: A Research Agenda,https://openreview.net/forum?id=ycBbvnXPfB,3.0,6.0,2.0,,rejected,C,C,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=ycBbvnXPfB,ycBbvnXPfB,,,
From Co-Writer to Co-Author? Investigating the Role of Generative AI in Student Scientific Writing,https://openreview.net/forum?id=Vwoz7Sgb0k,2.0,2.0,2.0,,rejected,C,C,D,D,Computer & Data Sciences,HumanâComputer Interaction,https://openreview.net/forum?id=Vwoz7Sgb0k,Vwoz7Sgb0k,,,
AI-Assisted Evaluation of Unified Theories: Using Machine Learning to Test Alternative Explanations for Scientific Mysteries,https://openreview.net/forum?id=sEnMMnlztf,2.0,1.0,2.0,,rejected,C,D,D,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=sEnMMnlztf,sEnMMnlztf,,,
AI-Derived Geometric Framework for Fundamental Constants: A Systematic Machine Learning Approach to Emergent Physics,https://openreview.net/forum?id=e80OpBGaal,1.0,1.0,1.0,,rejected,D,D,D,C,Natural Sciences,Physics,https://openreview.net/forum?id=e80OpBGaal,e80OpBGaal,,,
AI Development of Unified Field Theory from Geometric First Principles: Spiral Emergence and Testable Predictions,https://openreview.net/forum?id=VP1OqJeeTA,1.0,1.0,2.0,,rejected,C,C,C,C,Natural Sciences,Physics,https://openreview.net/forum?id=VP1OqJeeTA,VP1OqJeeTA,,,
Mean-Lp Risk-Constrained Reinforcement Learning: Primal-Dual Policy Gradient and Augmented MDP Approaches,https://openreview.net/forum?id=Iu35dffCJZ,2.0,6.0,3.0,,rejected,A,D,D,D,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=Iu35dffCJZ,Iu35dffCJZ,,,
Automated Discovery and Formal Verification of Combinatorial Properties in Integer Sequences,https://openreview.net/forum?id=QSIkBpEbPt,2.0,4.0,5.0,,rejected,D,D,D,D,Mathematics & Statistics,Pure & Applied Mathematics,https://openreview.net/forum?id=QSIkBpEbPt,QSIkBpEbPt,,,
Can Large Language Models Replace Psychoanalysts: A Case Study of the Deepseek-R1 Model,https://openreview.net/forum?id=yh6WeaOCoq,2.0,3.0,2.0,,rejected,C,C,C,C,Computer & Data Sciences,Artificial Intelligence & Machine Learning,https://openreview.net/forum?id=yh6WeaOCoq,yh6WeaOCoq,,,
